Word,AoALikert,Frequency
Teelöffel,2.5,0.0006746503416272621
Teig,2.5,0.0039941143316182546
Teil,2.25,0.1324247021727969
Telefon,2.0,0.07339533268942434
Teller,1.89,0.0038281318703506212
Teppich,2.0,0.004322386124130198
Tiefe,3.0,0.00859994529073593
Tier,1.67,0.04253277126132639
Tiger,2.39,0.004626808863826956
Tisch,1.5550000000000002,0.025076781215133785
Toast,2.4,0.0005558681659555095
Toaster,2.79,0.00035106731920762425
Tochter,2.06,0.03334089479515956
Toilette,1.7,0.004738644713436033
Tomate,2.085,0.0034898110594680067
Ton,2.64,0.016690122866152308
Tonne,2.38,0.01714071946062797
Torte,2.17,0.0018736325288854865
Traktor,2.315,0.0035424063249725655
Traube,2.78,0.0020263011985329916
Traum,2.0,0.020111663117634317
Treppe,1.88,0.004928337300997599
Treppenhaus,2.82,0.0018712592008140723
Tritt,2.5,0.002129326791252575
Trommel,1.97,0.0017850205627459549
Trommler,2.67,0.0005009921900603724
Trompete,2.8,0.002504208431645072
Tropfen,1.95,0.004090934539721848
Trost,2.8,0.0033829997190442654
Truhe,2.765,0.00037921151697156485
Träne,2.26,0.006117745135499435
Tuch,2.2,0.0036264568703309403
Tulpe,2.75,0.0006989856372668356
Tunnel,2.28,0.004946397748760555
Turm,2.0,0.008642016872255536
Tür,1.84,0.02219047854120114
Uhr,1.89,1.0
Uhu,2.2,0.0003940882319557951
Unfall,2.38,0.025406696971480562
Unkraut,2.96,0.0010934674943661822
Unsinn,2.5,0.0026191469735621442
Unterhemd,2.2,0.00017068280857004367
Unterhose,2.1,0.0006552585147022928
Unterwäsche,2.85,0.0009113927110533507
Urlaub,2.56,0.020415912199179508
Urwald,2.81,0.0009219974355090353
Vanille,2.84,0.001019986941833179
Vase,2.63,0.0008958097862527484
Vater,1.5,0.04951373633663452
Veilchen,2.74,0.0004688654320204978
Verkehr,3.0,0.020143488868211476
Verkäufer,2.65,0.00534757123330028
Verletzung,2.76,0.01918750074383575
Versteck,2.08,0.0014125701364753943
Vogel,1.93,0.015435188022459231
Vorsicht,2.16,0.0061474059477870605
Waage,2.47,0.0027370724356861665
Wachs,2.96,0.0016099384143362168
Waffel,2.5,0.001175758303788679
Wahrheit,2.56,0.015481786293129681
Wal,2.645,0.0016424587975196428
Wald,2.0,0.02861742780417047
Walnuss,2.61,1.5281917337886294e-06
Wand,1.81,0.01810715022851792
Wange,2.31,0.0023096302614194243
Wanne,2.16,0.0009158846685738808
Warnung,3.0,0.00486621399157707
Wasser,1.54,0.05757424152255317
Watte,2.71,0.00029524201208392146
Wecker,2.68,0.0019267256144245369
Weintraube,2.6,0.00034199078648572813
Welle,2.68,0.009347034235986795
Welpe,2.72,0.0010923560821961542
Welt,2.47,0.13099390950761708
Wespe,2.495,0.0008923366232214105
Wichtel,2.81,0.00027736679968263627
Wiege,2.63,0.0014741724714412224
Wiese,2.08,0.009184895408473842
Wildschwein,2.9,0.0016290060793782612
Wind,1.95,0.014487489180518297
Winter,1.94,0.027833940110351188
Woche,2.52,0.17965014504623453
Wochenende,2.44,0.0575657438503365
Wohnung,2.2,0.04209280254572662
Wolf,2.05,0.01885257205551374
Wolke,1.74,0.006349300914798726
Wort,2.43,0.07554610047379037
Wunde,2.55,0.003586677576412018
Wunder,2.8,0.01352610607623389
Wunsch,2.58,0.03579654840762653
Wurm,2.07,0.001735574298389809
Wurst,1.84,0.003290393615418695
Würfel,2.29,0.002072864737573127
Zahl,2.36,0.07599915143680819
Zahn,1.59,0.007871750352375544
Zahnarzt,2.47,0.0050980823555491816
Zange,2.6,0.0005442793786409458
Zank,2.74,0.00015680173365479697
Zauber,3.0,0.0022523693802427684
Zauberei,2.89,0.0006432066389835505
Zauberer,2.33,0.001971795693361197
Zebra,2.225,0.0009127935534759902
Zeitung,2.23,0.04886643136527399
Zeitungspapier,2.93,0.0002736389380290004
Zettel,2.24,0.0029550365703228222
Ziege,2.15,0.0020668098566884946
Ziel,2.84,0.08765859446463947
Zimmer,1.96,0.01932110174844121
Zirkus,2.23,0.0028739266363309803
Zitrone,2.385,0.0018496677039692557
Zopf,2.05,0.0009131061381488105
Zucker,2.12,0.007333977365813304
Zug,1.865,0.04395512414034005
Zuhause,2.12,0.0070073842687665075
Zunge,1.96,0.002943389896957736
Zwieback,1.9,0.00012382983927729683
Zwiebel,2.4000000000000004,0.0036536864684966284
Ärger,2.17,0.007531195139942768
Überraschung,2.26,0.014697407154132354
